OBJECTID,BdVal,PctNum,BdName,ElectPct,Requests,Returns,PercentReturned,Party,ELECTNO_1,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
453,0212,212.0,DESERT HIGHLANDS,0212,502,400,0.796812,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,128835417.074219,66347.0935253852
454,0346,346.0,HALIFAX,0346,315,224,0.711111,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1829883.01953125,5757.18592753281
455,0224,224.0,DESSIE,0224,987,432,0.437689,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4521812.09765625,10359.5793005719
456,0589,589.0,OPTIMIST,0589,1282,923,0.719968,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3640580.19921875,7578.58230624508
457,0074,74.0,BONSALL PARK,0074,255,90,0.352941,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3819398.19140625,7820.18016665982
458,0633,633.0,PEORIA HEIGHTS,0633,779,436,0.559691,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3470059.1484375,9863.53512028277
459,0638,638.0,PICADILLY,0638,674,568,0.842729,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2664279.28125,7513.06551772653
460,0764,764.0,SKY VIEW,0764,515,369,0.716504,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2988868.6484375,9110.67198996304
461,0452,452.0,LINDNER,0452,602,422,0.700996,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3948740.7265625,7977.91676054535
462,0325,325.0,GOLDEN HILLS,0325,1126,675,0.599467,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9319855.890625,15832.3303237921
463,0170,170.0,CORTEZ,0170,485,216,0.44536,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2750646.9375,7290.45509072273
464,0695,695.0,RIVERVIEW,0695,1015,580,0.571428,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2858016.90234375,7821.48111040537
465,0194,194.0,DALE,0194,203,141,0.694581,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,113501760.238281,56723.0165833958
466,0809,809.0,SUNLAND,0809,1155,562,0.48658,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6802820.7421875,11343.5333275271
467,0096,96.0,CAMEO,0096,747,684,0.915662,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6381390.16015625,11800.8274816392
468,0530,530.0,MONTE VISTA,0530,692,300,0.433526,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1824958.015625,5705.51793592922
469,0874,874.0,VILLA RITA,0874,530,400,0.754716,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1892579.703125,5876.88956298588
470,0356,356.0,HASSAYAMPA,0356,56,34,0.607142,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,96882903.1367188,50184.8582566729
471,0759,759.0,SILVER CREEK,0759,626,416,0.664536,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7559449.921875,14288.105849022
472,0363,363.0,HERMOSA,0363,1788,1007,0.563199,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8229662.734375,15786.8865179045
473,0085,85.0,BUNKER PEAK,0085,88,56,0.636363,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3189605.37890625,7610.32823055595
474,0153,153.0,COMPADRE,0153,1405,980,0.697508,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11595049.5820313,26918.0332631228
475,0371,371.0,HILLCREST,0371,597,531,0.889447,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5118808.35546875,9815.38782788878
476,0152,152.0,COMMONWEALTH,0152,660,361,0.546969,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3720801.38671875,7717.08428532491
477,0511,511.0,MESA LINDA,0511,666,326,0.489489,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3568941.1015625,7408.84074655414
478,0909,909.0,WIER,0909,606,449,0.740924,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3744440.96875,7738.56371740663
479,0390,390.0,HUDSON,0390,1114,609,0.546678,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4569687.07421875,9788.084342352
480,0093,93.0,CALYPSO,0093,447,382,0.854586,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3855457.11328125,8585.10623875443
481,0395,395.0,INDIAN WELLS,0395,712,565,0.793539,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4183004.96875,10313.3479883094
482,0660,660.0,POWER RANCH,0660,1105,703,0.636199,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6668643.40625,11814.7094577396
483,0436,436.0,LAS BRISAS,0436,1030,781,0.758252,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9275425.75390625,20453.5140906563
484,0319,319.0,GLENN,0319,726,652,0.898071,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2402930.08984375,6678.11801493058
485,0304,304.0,GATEWAY,0304,638,288,0.45141,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2369369.359375,6733.90328827863
486,0757,757.0,SIERRA VISTA,0757,1314,823,0.626331,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2791681.265625,7810.39484381717
487,0739,739.0,SELLS,0739,548,412,0.751824,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11231617.3515625,13556.7069332554
488,0649,649.0,POCO BUENO,0649,976,650,0.665983,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11282461.890625,15688.8697986204
489,0440,440.0,LAUREL,0440,352,281,0.798295,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2851650.50390625,9542.86295608096
490,0412,412.0,JUPITER,0412,1139,846,0.742756,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3894147.2578125,7875.77772216347
491,0282,282.0,FIESTA RANCH,0282,1018,692,0.679764,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7512772.078125,11644.2696572988
492,0712,712.0,RUBY,0712,1406,1037,0.737553,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3754472.16796875,7749.05996068936
493,0182,182.0,CREEDANCE,0182,843,594,0.704626,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7457095.4765625,11973.3637874126
494,0780,780.0,SPRINGFIELD,0780,621,418,0.673107,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2726768.68359375,12296.3492294275
495,0537,537.0,MOUNTAIN SKY,0537,1137,874,0.768689,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4088382.94921875,10119.2813775363
496,0341,341.0,GROVERS,0341,826,438,0.530266,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3644907.17578125,7647.1482038656
497,0071,71.0,BLUEJAY,0071,276,204,0.73913,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3545216.58984375,7532.66807338535
498,0048,48.0,BALBOA,0048,1141,819,0.717791,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4062321.203125,9579.96019911427
499,0270,270.0,ESQUIRE,0270,1229,697,0.567127,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4272562.1953125,9386.06327178122
500,0718,718.0,SALOME,0718,71,37,0.521126,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,893200400.457031,148313.351830162
501,0382,382.0,HONDA,0382,647,361,0.557959,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,315701398.570313,98959.8759026192
502,0520,520.0,MINNEZONA,0520,663,293,0.44193,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2163335.015625,6774.63566401725
503,0029,29.0,ARBOR,0029,138,100,0.724637,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,27066463.2929688,32188.3103043205
504,0158,158.0,COPPER,0158,658,515,0.782674,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3382258.46484375,7567.44673633741
505,0095,95.0,CAMELOT,0095,1326,1065,0.803167,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10507351.8789063,16782.2522089616
506,0486,486.0,MANZANITA,0486,524,322,0.614503,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1908949.828125,5838.36139184518
507,0368,368.0,HIDALGO,0368,1739,996,0.572742,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8543962.234375,12723.6228714892
508,0814,814.0,SUNNYVALE,0814,910,600,0.65934,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7148699.59375,11762.7521279924
509,0322,322.0,GOLD DUST,0322,411,328,0.798053,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2712494.44140625,7696.12904591842
510,0711,711.0,ROYAL OAK,0711,756,660,0.873015,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3977316.93359375,10692.1931626163
511,0741,741.0,SENTINEL,0741,15,5,0.333333,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6000811855.76953,376935.926050865
512,0453,453.0,LIONS,0453,235,205,0.87234,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1402016.71875,5745.59670297427
513,0192,192.0,DAHLIA,0192,417,274,0.657074,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3732149.609375,7728.01902970263
514,0185,185.0,CRISMON,0185,1292,948,0.733746,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4235445.3828125,9894.82371779868
515,0303,303.0,GARY,0303,579,454,0.78411,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7885434.67578125,15816.8168356631
516,0579,579.0,OAKGROVE,0579,544,395,0.726102,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1803644.421875,6235.85410259923
517,0719,719.0,SALT RIVER,0719,805,637,0.791304,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3232804.4375,7693.74096872998
518,0855,855.0,TURF PARADISE,0855,347,236,0.680115,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3372354.45703125,7592.26087510837
519,0681,681.0,REEMS,0681,708,440,0.621468,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5267915.20703125,9309.636012526
520,0380,380.0,HOLLYHOCK,0380,1181,503,0.42591,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3180838.1484375,8682.64982120388
521,0327,327.0,GOODYEAR,0327,499,245,0.490981,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9561059.28125,18892.9258962034
522,0827,827.0,TARTESSO,0827,1014,573,0.565088,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,187872749.679688,65742.212698305
523,0791,791.0,STONEGATE,0791,405,348,0.859259,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3898051.296875,8362.06212705966
524,0141,141.0,CLOVIS,0141,215,151,0.702325,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,922705.734375,3841.87179019491
525,0527,527.0,MOLLY,0527,305,213,0.69836,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12082769.9335938,17456.0406871316
526,0587,587.0,OLNEY,0587,1238,878,0.709208,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,19848039.4257813,20498.6079670784
527,0075,75.0,BOULDER MOUNTAIN,0075,681,582,0.854625,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11710146.4023438,19384.9448138976
528,0585,585.0,OLD WEST,0585,769,499,0.648894,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697347.8046875,7692.17661775761
529,0501,501.0,MCCORMICK RANCH,0501,1444,1232,0.853185,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9787258.12890625,15467.8802870305
530,0532,532.0,MONTEROSA,0532,268,222,0.828358,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2096655.828125,9583.38609245323
531,0517,517.0,MILLER,0517,112,41,0.366071,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,60859983.1796875,38608.3011798598
532,0580,580.0,OAKHURST,0580,227,176,0.77533,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1876382.375,6049.80925863301
533,0468,468.0,LOS ALAMOS,0468,493,315,0.638945,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3762085.66796875,7752.54203433486
534,0697,697.0,ROADMASTER,0697,330,191,0.578787,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6894071.015625,13164.8920457846
535,0528,528.0,MONROE,0528,785,516,0.657324,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21138076.921875,26012.8044623241
536,0087,87.0,BUTLER,0087,1133,607,0.535745,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3723004.73046875,7716.03938069491
537,0097,97.0,CAMPBELL,0097,637,439,0.689167,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5754996.84765625,9947.59145267149
538,0618,618.0,PARK CENTRAL,0618,2395,1885,0.787056,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5634012.5546875,9687.94862698843
539,0449,449.0,LIBERTY,0449,206,122,0.592233,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,87168900.1015625,43725.8975239093
540,0007,7.0,AGUA FRIA,0007,396,317,0.800505,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2801967.8359375,11070.2356096425
541,0254,254.0,EL DOMINGO,0254,888,709,0.798423,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2556875.484375,8355.58055456083
542,0539,539.0,MOUNTAINSIDE,0539,633,559,0.883096,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,57971125.1132813,36924.7329337748
543,0160,160.0,COPPERWOOD,0160,490,317,0.646938,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1812223.3359375,5684.38873126282
544,0551,551.0,NORTH,0551,157,97,0.617834,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,798483.88671875,4766.4591046536
545,0785,785.0,ST FRANCIS,0785,586,452,0.771331,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1868034.54296875,5798.88765438512
546,0748,748.0,SHASTA,0748,751,674,0.89747,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5137647.74609375,9571.28606284911
547,0364,364.0,HERMOSA VISTA,0364,783,634,0.809706,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,22525189.4609375,27873.6114010891
548,0386,386.0,HORIZON,0386,1070,845,0.789719,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7516098.99609375,13967.2769519254
549,0630,630.0,PEGASUS,0630,445,303,0.680898,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4342360.921875,9943.46356670974
550,0857,857.0,TUTHILL,0857,752,555,0.738031,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6546450.578125,13078.9446338752
551,0593,593.0,ORCHID,0593,378,254,0.671957,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11186703.21875,15411.4056425546
552,0049,49.0,BALSZ,0049,1199,613,0.511259,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4907517.55078125,12196.9813465464
553,0397,397.0,ISAAC,0397,605,249,0.41157,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4720233.234375,8714.51884393638
554,0929,929.0,YALE,0929,640,389,0.607812,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1966559.39453125,6344.38414827633
555,0680,680.0,REED PARK,0680,456,234,0.513157,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2190527.08984375,6882.3356080642
556,0317,317.0,GIOVANNI,0317,147,51,0.346938,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,753212.96484375,4613.79297246203
557,0347,347.0,HALL,0347,999,848,0.848848,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2825528.765625,7772.42565049203
558,0238,238.0,DREYFUS,0238,630,514,0.815873,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2303150.65234375,6470.19926254826
559,0812,812.0,SUNNYSIDE,0812,258,206,0.798449,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1922342.890625,6104.30245361332
560,0345,345.0,HADLEY,0345,813,414,0.509225,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9196450.56640625,14236.9945135842
561,0665,665.0,PURPLE SAGE,0665,427,236,0.552693,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3703559.04296875,7711.53135534694
562,0464,464.0,LONGBOW,0464,432,330,0.763888,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16836903.390625,23481.6697132702
563,0675,675.0,READE,0675,668,362,0.541916,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1837284.11328125,5894.68275869005
564,0523,523.0,MITCHELL PARK,0523,895,664,0.741899,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2653208.9375,6617.56718122568
565,0889,889.0,WELDON,0889,649,297,0.457627,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5564581.8359375,11939.6639600285
566,0788,788.0,STARLIGHT,0788,806,385,0.477667,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2296147.70703125,6795.5536845154
567,0226,226.0,DIABLO,0226,636,442,0.694968,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5009652.58203125,10690.4937966365
568,0611,611.0,PALO CRISTI,0611,486,430,0.884773,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13164367.03125,21972.8265214225
569,0645,645.0,PINNACLE WEST,0645,709,598,0.843441,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7554428.5703125,11666.0424570231
570,0328,328.0,GRANADA,0328,1264,630,0.498417,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4163826.33203125,8651.87601275608
571,0461,461.0,LONE MOUNTAIN,0461,648,536,0.82716,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,15482579.6601563,18442.2864184547
572,0784,784.0,ST CHRISTOPHER,0784,380,321,0.844736,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1873063.578125,5925.1051666261
573,0545,545.0,MYSTIC,0545,1008,750,0.744047,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5377489.23828125,9610.18441481106
574,0193,193.0,DAISY,0193,520,328,0.630769,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2182269.01171875,6778.09215967113
575,0295,295.0,FREMONT,0295,519,373,0.718689,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8341614.30078125,15387.0157535929
576,0514,514.0,METRO,0514,575,308,0.535652,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3467350.8515625,8213.55739911663
577,0262,262.0,ENCLAVE,0262,773,647,0.836998,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9665158.734375,14194.5495082247
578,0140,140.0,CLOVER,0140,364,177,0.486263,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2010106.96875,8900.39438591469
579,0258,258.0,ELWOOD,0258,1626,887,0.54551,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3626316.16015625,9872.74315071134
580,0910,910.0,WIGWAM,0910,1088,884,0.8125,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12249828.1445313,18698.6597943527
581,0504,504.0,MCKELLIPS PARK,0504,482,312,0.647302,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1974970.77734375,6739.17557433176
582,0157,157.0,CONTENTION MINE,0157,379,250,0.65963,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1876454.18359375,5818.27461872692
583,0457,457.0,LOLA,0457,763,516,0.676277,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2801390.11328125,7706.00365568912
584,0893,893.0,WEST WING,0893,758,597,0.787598,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12046884.4960938,17022.8722650037
585,0750,750.0,SHEA,0750,239,201,0.841004,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,939265.21875,3877.78632450255
586,0399,399.0,JACKRABBIT,0399,824,611,0.741504,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3647131.609375,9718.51033542399
587,0043,43.0,AVIANO,0043,967,750,0.775594,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5077642.1640625,9090.4203113171
588,0802,802.0,SUN VALLEY,0802,95,87,0.915789,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,18728267.1523438,22693.6040836567
589,0227,227.0,DIXILETA,0227,1251,1009,0.806554,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9262900.23046875,14177.443124721
590,0057,57.0,BETHANY,0057,501,444,0.886227,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4806519.78515625,11520.0707697625
591,0729,729.0,SANDIA,0729,906,704,0.777041,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3292243.53515625,8664.05654508176
592,0286,286.0,FOLLEY,0286,634,426,0.671924,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3587813.4453125,7705.2335377764
593,0392,392.0,INDEPENDENCE,0392,1190,588,0.494117,DEM,1389,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5204136.12109375,9617.6720833372
